TIMESTAMP,CONTROLLER IP,ACTION,AFFECTED HYPERVISOR IP,AFFECTED RESOURCE NAME,IP,MANAGEMENT IP
ThuDec1304:42:05EST2018,,SCALING_DOWN,192.168.50.80,,13.13.13.2,
